X,Y
0.0,6.986856612044931
0.10101010101010101,4.699468047840514
0.20202020202020202,8.095804657453275
0.30303030303030304,11.84969518320786
0.40404040404040403,5.0734875112076665
0.5050505050505051,5.326078434829541
0.6060606060606061,12.832002777181081
0.7070707070707071,9.837415684288404
0.8080808080808081,5.142304476462212
0.9090909090909091,9.442967447071132
1.0101010101010102,5.671581754002677
1.1111111111111112,5.91485876349675
1.2121212121212122,8.998152116567168
1.3131313131313131,0.6297073041970922
1.4141414141414141,1.6356822053014053
1.5151515151515151,6.538728670914898
1.6161616161616161,4.989079559066346
1.7171717171717171,10.549918623310388
1.8181818181818181,5.913358243369702
1.9191919191919191,4.148764992638632
2.0202020202020203,15.913100126191267
2.121212121212121,9.39992510108416
2.2222222222222223,10.82566837430725
2.323232323232323,5.109088063226981
2.4242424242424243,8.88307516250533
2.525252525252525,11.756821671970778
2.6262626262626263,6.961682255967355
2.727272727272727,13.320973891564504
2.8282828282828283,9.66815231103185
2.929292929292929,11.156457324059215
3.0303030303030303,10.168931126839988
3.131313131313131,20.23739556631858
3.2323232323232323,13.026819181856345
3.3333333333333335,9.102489617509733
3.4343434343434343,16.87603823427134
3.5353535353535355,8.95500923849975
3.6363636363636362,14.926363470928111
3.7373737373737375,6.504753847915242
3.8383838383838382,9.283215400365872
3.9393939393939394,15.635929791961342
4.040404040404041,18.054876420991743
4.141414141414141,16.039008478295234
4.242424242424242,15.143467476507643
4.343434343434343,14.654171076228703
4.444444444444445,10.197023149641401
4.545454545454545,13.484259530057528
4.646464646464646,14.773606532322466
4.747474747474747,21.097175773562533
4.848484848484849,18.49568527948597
4.94949494949495,10.321576752286438
5.05050505050505,18.922598503841805
5.151515151515151,16.338458757122613
5.252525252525253,15.423625130089297
5.353535353535354,20.830543539201855
5.454545454545454,22.760361726347437
5.555555555555555,22.614009365353684
5.656565656565657,15.784544048523587
5.757575757575758,18.157089890534536
5.858585858585858,20.9715183720789
5.959595959595959,23.801170407479333
6.0606060606060606,18.234818200133994
6.161616161616162,19.661404497385135
6.262626262626262,16.23122576054154
6.363636363636363,16.124264412768223
6.4646464646464645,24.411719451192955
6.565656565656566,26.839101528424706
6.666666666666667,21.378626180345332
6.767676767676767,25.93332351076001
6.8686868686868685,23.618261271907706
6.96969696969697,19.843763405821928
7.070707070707071,24.122350098801334
7.171717171717171,29.081439195156804
7.2727272727272725,23.038514025378372
7.373737373737374,29.692918057599456
7.474747474747475,13.207888270509711
7.575757575757575,27.227003956894833
7.6767676767676765,24.540107464871877
7.777777777777778,23.248415042580973
7.878787878787879,25.064012803111705
7.979797979797979,16.99921929109138
8.080808080808081,24.323332650670157
8.181818181818182,26.88299574059244
8.282828282828282,31.61864688603677
8.383838383838384,23.88651508650137
8.484848484848484,22.978146800548462
8.585858585858587,24.45761829030832
8.686868686868687,30.378780187980013
8.787878787878787,28.284701408335707
8.88888888888889,25.103181407154068
8.98989898989899,29.527817207200897
9.09090909090909,28.11558292466489
9.191919191919192,31.854377941929535
9.292929292929292,25.424110856813822
9.393939393939394,27.174199898457413
9.494949494949495,27.168941124845105
9.595959595959595,23.135839197370515
9.696969696969697,30.426905350682546
9.797979797979798,30.53917058366905
9.8989898989899,29.767928574044593
10.0,29.061651466499413
